seqname,paper,context,classification,samplingFrame,legacy_year_approx,collection_date,genbank_collection_date_parsed,genbank_collection_year,genbank_collection_date_precision,geo_loc_name,country,genbank_location,isolation_source,id_inferred_year,id_inferred_location,id_inferred_admin1,id_inferred_admin2,id_inferred_sampling_frame,id_rule_type,id_rule_evidence,best_collection_year,best_location
KF537633,"Complete genome sequence of the last representative genotype ofwild indigenous poliovirus type 1, which circulated in Brazil",Last WPV1 in Brazil 1988,wild,AFP,1988-05-01,1988,,1988,year,Brazil,,Brazil,paralytic polio case,1988,Brazil,Pe,,,country_admin_slash_year,BRA-PE/88,1988,Brazil
KX162709,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2011-05-01,18-Sep-2011,2011-09-18,2011,day,Nigeria,,Nigeria,stool,2011,Niger,,,,country_year_case,NIE1116623,2011,Nigeria
KX162708,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2011-05-01,04-Sep-2011,2011-09-04,2011,day,Nigeria,,Nigeria,stool,2011,Niger,,,,country_year_case,NIE1116622,2011,Nigeria
KX162695,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2014-05-01,29-Apr-2014,2014-04-29,2014,day,Equatorial Guinea,,Equatorial Guinea,stool,,,,,,,,2014,Equatorial Guinea
KX162693,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2014-05-01,24-Mar-2014,2014-03-24,2014,day,Equatorial Guinea,,Equatorial Guinea,stool,,,,,,,,2014,Equatorial Guinea
KX162692,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2014-05-01,09-Feb-2014,2014-02-09,2014,day,Equatorial Guinea,,Equatorial Guinea,stool,,,,,,,,2014,Equatorial Guinea
KX162691,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2014-05-01,02-Jun-2014,2014-06-02,2014,day,Equatorial Guinea,,Equatorial Guinea,stool,,,,,,,,2014,Equatorial Guinea
KX162684,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2012-05-01,23-Jun-2012,2012-06-23,2012,day,Chad,,Chad,stool,2012,Chad,,,,country_year_case,CHA1218878,2012,Chad
KX162683,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2011-05-01,25-Nov-2011,2011-11-25,2011,day,Chad,,Chad,stool,2011,Chad,,,,country_year_case,CHA1119341,2011,Chad
KX162682,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2011-05-01,11-Oct-2011,2011-10-11,2011,day,Central African Republic,,Central African Republic,stool,2020,Central African Republic,,,,country_year_case,CAF2019340,2011,Central African Republic
KX162681,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2014-05-01,16-Feb-2014,2014-02-16,2014,day,Cameroon,,Cameroon,stool,2014,Cameroon,,,,country_year_case,CAE1419305,2014,Cameroon
KX162680,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2014-05-01,02-Feb-2014,2014-02-02,2014,day,Cameroon,,Cameroon,stool,2014,Cameroon,,,,country_year_case,CAE1419304,2014,Cameroon
KX162679,High-Throughput Next Generation Sequencing of Polioviruses,AFRO 2010-2014,wild,AFP,2014-05-01,23-Jan-2014,2014-01-23,2014,day,Cameroon,,Cameroon,stool,2014,Cameroon,,,,country_year_case,CAE1419303,2014,Cameroon
AF111953,Distribution of wild type 1 poliovirus genotypes in China,China 1989-1991,wild,AFP,1991-05-01,,,,unknown,China,,China,,1991,China,Hebei,,,country_admin_slash_year,CHN-HEBEI/91-2,1991,China
KU161399,Environmental surveillance of viruses by tangential flow filtrationand metagenomic reconstruction,Pak 2013,wild,environmental,2013-05-01,09-Jun-2013,2013-06-09,2013,day,Pakistan: Islamabad,,Pakistan: Islamabad,sewage,2011,Pakistan: Islamabad,,,,geo_loc_slash_or_dash_year,PAK-11,2013,Pakistan: Islamabad
KU161398,Environmental surveillance of viruses by tangential flow filtrationand metagenomic reconstruction,Pak 2013,wild,environmental,2013-05-01,09-Jun-2013,2013-06-09,2013,day,Pakistan: Islamabad,,Pakistan: Islamabad,sewage,2012,Pakistan: Islamabad,,,,geo_loc_slash_or_dash_year,PAK-12,2013,Pakistan: Islamabad
KU161397,Environmental surveillance of viruses by tangential flow filtrationand metagenomic reconstruction,Pak 2013,wild,environmental,2013-05-01,09-Jun-2013,2013-06-09,2013,day,Pakistan: Islamabad,,Pakistan: Islamabad,sewage,,,,,,,,2013,Pakistan: Islamabad
KU161396,Environmental surveillance of viruses by tangential flow filtrationand metagenomic reconstruction,Pak 2013,wild,environmental,2013-05-01,09-Jun-2013,2013-06-09,2013,day,Pakistan: Islamabad,,Pakistan: Islamabad,sewage,,,,,,,,2013,Pakistan: Islamabad
KU161395,Environmental surveillance of viruses by tangential flow filtrationand metagenomic reconstruction,Pak 2013,wild,environmental,2013-05-01,09-Jun-2013,2013-06-09,2013,day,Pakistan: Islamabad,,Pakistan: Islamabad,sewage,,,,,,,,2013,Pakistan: Islamabad
KJ019833,"Genetic analysis and characterization of wild poliovirus type 1during sustained transmission in a population with >95% vaccinecoverage, Israel 2013",Israel 2013,wild,environmental,2013-05-01,2013,,2013,year,Israel,,Israel,,2013,Israel,,,,country_year_case,ISR1318574,2013,Israel
KJ019832,"Genetic analysis and characterization of wild poliovirus type 1during sustained transmission in a population with >95% vaccinecoverage, Israel 2013",Israel 2013,wild,environmental,2013-05-01,2013,,2013,year,Israel,,Israel,,2013,Israel,,,,country_year_case,ISR1318573,2013,Israel
KJ019831,"Genetic analysis and characterization of wild poliovirus type 1during sustained transmission in a population with >95% vaccinecoverage, Israel 2013",Israel 2013,wild,environmental,2013-05-01,2013,,2013,year,Israel,,Israel,,2013,Israel,,,,country_year_case,ISR1318572,2013,Israel
JF838278,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
KJ155500,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2012-05-01,2012,,2012,year,Egypt,,Egypt,,2012,Egypt,,,,country_year_case,EGY1218586,2012,Egypt
KJ155499,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2012-05-01,2012,,2012,year,Egypt,,Egypt,,2012,Egypt,,,,country_year_case,EGY1218585,2012,Egypt
KJ155496,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2012-05-01,2012,,2012,year,Egypt,,Egypt,,2012,Egypt,,,,country_year_case,EGY1218588,2012,Egypt
KJ155495,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2012-05-01,2012,,2012,year,Egypt,,Egypt,,2012,Egypt,,,,country_year_case,EGY1218587,2012,Egypt
KC880382,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,02-Jun-2010,2010-06-02,2010,day,Russia: Ekaterinburg,,Russia: Ekaterinburg,AFP case,,,,,,,,2010,Russia: Ekaterinburg
KC880381,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,04-Jul-2010,2010-07-04,2010,day,Tajikistan: Dushanbe,,Tajikistan: Dushanbe,AFP case,,,,,,,,2010,Tajikistan: Dushanbe
KC880380,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,08-Jun-2010,2010-06-08,2010,day,Russia: Moscow,,Russia: Moscow,AFP case,,,,,,,,2010,Russia: Moscow
KC880379,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,26-Apr-2010,2010-04-26,2010,day,Tajikistan: Dushanbe,,Tajikistan: Dushanbe,AFP case,,,,,,,,2010,Tajikistan: Dushanbe
KC880378,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,09-Jun-2010,2010-06-09,2010,day,Russia: Khabarovsk,,Russia: Khabarovsk,healthy people,,,,,,,,2010,Russia: Khabarovsk
KC880377,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,14-May-2010,2010-05-14,2010,day,Tajikistan: Nosiri Khisrav,,Tajikistan: Nosiri Khisrav,AFP case,,,,,,,,2010,Tajikistan: Nosiri Khisrav
KC880376,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-Feb-2010,2010-02-01,2010,day,Tajikistan: Rudaki,,Tajikistan: Rudaki,AFP case,,,,,,,,2010,Tajikistan: Rudaki
KC880375,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,01-Feb-2010,2010-02-01,2010,day,Tajikistan: Rudaki,,Tajikistan: Rudaki,AFP case,,,,,,,,2010,Tajikistan: Rudaki
KC880374,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,19-Jun-2010,2010-06-19,2010,day,Turkmenistan,,Turkmenistan,AFP case,,,,,,,,2010,Turkmenistan
KC880373,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,02-Jun-2010,2010-06-02,2010,day,Russia: Chelyabinsk,,Russia: Chelyabinsk,AFP case,,,,,,,,2010,Russia: Chelyabinsk
KC880372,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,28-Mar-2010,2010-03-28,2010,day,Tajikistan: Shartuz,,Tajikistan: Shartuz,AFP case,,,,,,,,2010,Tajikistan: Shartuz
KC880371,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,12-Aug-2010,2010-08-12,2010,day,Kazakhstan,,Kazakhstan,AFP case,,,,,,,,2010,Kazakhstan
KC880370,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,22-Nov-2010,2010-11-22,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
KC880369,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-Apr-2010,2010-04-10,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880368,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-Apr-2010,2010-04-10,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880367,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-Apr-2010,2010-04-10,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880366,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,10-Apr-2010,2010-04-10,2010,day,Tajikistan: Bokhtar,,Tajikistan: Bokhtar,AFP case,,,,,,,,2010,Tajikistan: Bokhtar
KC880365,The 2010 Outbreak of Poliomyelitis in Tajikistan: the Nature andSome Lessons,TJK 2010,wild,AFP,2010-05-01,22-Nov-2010,2010-11-22,2010,day,Russia: Dagestan,,Russia: Dagestan,AFP case,,,,,,,,2010,Russia: Dagestan
AY278553,Retrospective analysis of a local cessation of vaccination againstpoliomyelitis: a possible scenario for the future,Belarus 1965,wild,AFP,1965-05-01,,,,unknown,,,,paralytic polio case,,Belarus,,,,legacy_context_year_fallback,no source or isolate/strain year parsed; falling back to legacy year_approx year for triage,1965,Belarus
AF111984,Distribution of wild type 1 poliovirus genotypes in China,China 1989-1991,wild,AFP,1989-05-01,,,,unknown,China,,China,,1989,China,Jiangxi,,,country_admin_slash_year,CHN-JIANGXI/89-1,1989,China
JF313104,Poliovirus reference strains,reference strains 2000-2010,wild,AFP,2009-11-06,2009,,2009,year,Pakistan,,Pakistan,,2009,Pakistan,,,,country_year_case,PAK0911678,2009,Pakistan
EF374030,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-08-16,,,,unknown,Peru,,Peru,,1991,Peru,,,,country_year_optional_case,PER91,1991,Peru
EF374029,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1991-11-19,,,,unknown,Peru,,Peru,,1988,Peru,,,,country_year_optional_case,PER88-4,1988,Peru
EF374028,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1989-02-16,,,,unknown,Peru,,Peru,,1988,Peru,,,,country_year_optional_case,PER88-3,1988,Peru
EF374027,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1989-06-13,,,,unknown,Peru,,Peru,,1988,Peru,,,,country_year_optional_case,PER88-1,1988,Peru
EF374026,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1991-04-08,,,,unknown,Peru,,Peru,,1988,Peru,,,,country_year_optional_case,PER88-2,1988,Peru
EF374025,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-01-12,,,,unknown,Colombia,,Colombia,,1990,Colombia,,,,country_year_optional_case,COL90-1,1990,Colombia
EF374024,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1990-04-25,,,,unknown,Ecuador,,Ecuador,,1990,Ecuador,,,,country_year_optional_case,ECU90-2,1990,Ecuador
EF374023,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-10-13,,,,unknown,Ecuador,,Ecuador,,1989,Ecuador,,,,country_year_optional_case,ECU89,1989,Ecuador
EF374022,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-09-06,,,,unknown,Ecuador,,Ecuador,,1990,Ecuador,,,,country_year_optional_case,ECU90-1,1990,Ecuador
EF374021,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1989-12-04,,,,unknown,Peru,,Peru,,1990,Peru,,,,country_year_optional_case,PER90-1,1990,Peru
EF374020,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-01-11,,,,unknown,Peru,,Peru,,1990,Peru,,,,country_year_optional_case,PER90-2,1990,Peru
EF374019,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1984-05-01,,,,unknown,Venezuela,,Venezuela,,1984,Venezuela,,,,country_year_optional_case,VEN84,1984,Venezuela
EF374018,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1983-05-01,,,,unknown,Peru,,Peru,,1983,Peru,,,,country_year_optional_case,PER83,1983,Peru
EF374017,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1982-05-01,,,,unknown,Venezuela,,Venezuela,,1982,Venezuela,,,,country_year_optional_case,VEN82,1982,Venezuela
EF374016,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1981-05-01,,,,unknown,Venezuela,,Venezuela,,1981,Venezuela,,,,country_year_optional_case,VEN81-1,1981,Venezuela
EF374015,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1981-05-01,,,,unknown,Venezuela,,Venezuela,,1981,Venezuela,,,,country_year_optional_case,VEN81-2,1981,Venezuela
EF374013,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-11-01,,,,unknown,Colombia,,Colombia,,1986,Colombia,,,,country_year_optional_case,COL86,1986,Colombia
EF374014,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1991-02-28,,,,unknown,Venezuela,,Venezuela,,1988,Venezuela,,,,country_year_optional_case,VEN88-2,1988,Venezuela
EF374012,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1989-07-28,,,,unknown,Venezuela,,Venezuela,,1988,Venezuela,,,,country_year_optional_case,VEN88-1,1988,Venezuela
EF374011,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1991-03-26,,,,unknown,Colombia,,Colombia,,1989,Colombia,,,,country_year_optional_case,COL89,1989,Colombia
EF374010,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1990-09-02,,,,unknown,Colombia,,Colombia,,1990,Colombia,,,,country_year_optional_case,COL90-4,1990,Colombia
EF374009,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1989-03-17,,,,unknown,Colombia,,Colombia,,1990,Colombia,,,,country_year_optional_case,COL90-3,1990,Colombia
EF374008,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1990-01-25,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-2,1991,Colombia
EF374007,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1990-06-18,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-3,1991,Colombia
EF374006,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-05-24,,,,unknown,Colombia,,Colombia,,1990,Colombia,,,,country_year_optional_case,COL90-2,1990,Colombia
EF374005,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1991-04-17,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-5,1991,Colombia
EF374004,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-04-20,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-8,1991,Colombia
EF374003,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1990-09-16,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-1,1991,Colombia
EF374002,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1988-07-02,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-7,1991,Colombia
EF374001,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1990-02-18,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-4,1991,Colombia
EF374000,Calibration of multiple poliovirus molecular clocks covering anextended evolutionary range,South America 1988-1991 and references,wild,AFP,1991-03-18,,,,unknown,Colombia,,Colombia,,1991,Colombia,,,,country_year_optional_case,COL91-6,1991,Colombia
KF990617,Direct Submission,Pak 2012,wild,AFP,2012-05-01,2012,,2012,year,Pakistan,,Pakistan,,2012,Pakistan,,,,country_year_case,PAK1218310,2012,Pakistan
KF990616,Direct Submission,Pak 2012,wild,AFP,2012-05-01,2012,,2012,year,Pakistan,,Pakistan,,2012,Pakistan,,,,country_year_case,PAK1218309,2012,Pakistan
KF990615,Direct Submission,Pak 2012,wild,AFP,2012-05-01,2012,,2012,year,Pakistan,,Pakistan,,2012,Pakistan,,,,country_year_case,PAK1218308,2012,Pakistan
KJ013424,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2013-05-01,10-Jun-2013,2013-06-10,2013,day,Israel,,Israel,Kiryat Gat Treatment Plant,2013,Israel,,,,pv_lab_country_year,PV1_8150-PL1_ISR13,2013,Israel
KJ013423,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2013-05-01,10-Jun-2013,2013-06-10,2013,day,Israel,,Israel,Be'er Sheva Treatment Plant,2013,Israel,,,,pv_lab_country_year,PV1_8149-PL2_ISR13,2013,Israel
KJ013422,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2013-05-01,05-Jun-2013,2013-06-05,2013,day,Israel,,Israel,Shoket Treatment Plant,2013,Israel,,,,pv_lab_country_year,PV1_8145-PL2_ISR13,2013,Israel
KJ013421,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2013-05-01,03-Jun-2013,2013-06-03,2013,day,Israel,,Israel,Rahat Treatment Plant,2013,Israel,,,,pv_lab_country_year,PV1_8140-PL9_ISR13,2013,Israel
KJ013420,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2013-05-01,09-Apr-2013,2013-04-09,2013,day,Israel,,Israel,Rahat Treatment Plant,2013,Israel,,,,pv_lab_country_year,PV1_8099-PL9_ISR13,2013,Israel
KJ013419,"Molecular epidemiology of silent introduction and sustainedtransmission of wild poliovirus type 1, Israel, 2013",Israel and Egypt 2012-2013,wild,environmental,2013-05-01,13-Feb-2013,2013-02-13,2013,day,Israel,,Israel,Be'er Sheva Treatment Plant,2013,Israel,,,,pv_lab_country_year,PV1_8062-PL1_ISR13,2013,Israel
AY056703,Investigation of the presence of recombinant polioviruses in thehit population in Albania during the 1996 outbreak,Albania 1996,wild,AFP,1996-05-01,,,,unknown,,,,,1996,Albania,,,,case_country_year,4019ALB96,1996,Albania
AY056702,Investigation of the presence of recombinant polioviruses in thehit population in Albania during the 1996 outbreak,Albania 1996,wild,AFP,1996-05-01,,,,unknown,,,,,1996,Albania,,,,case_country_year,3914ALB96,1996,Albania
AY056701,Investigation of the presence of recombinant polioviruses in thehit population in Albania during the 1996 outbreak,Albania 1996,wild,AFP,1996-05-01,,,,unknown,,,,,1996,Albania,,,,case_country_year,3788ALB96,1996,Albania
AY956410,Molecular Characterization of Wild-Type Polioviruses Isolated inGreece during the 1996 Outbreak in Albania,Albania 1996,wild,AFP,1996-05-01,,,,unknown,,,,,1996,Greece,,,,embedded_country_four_digit_year,KARGRE1996,1996,Greece
AY956409,Molecular Characterization of Wild-Type Polioviruses Isolated inGreece during the 1996 Outbreak in Albania,Albania 1996,wild,AFP,1996-05-01,,,,unknown,,,,,1996,Greece,,,,embedded_country_four_digit_year,HALGRE1996,1996,Greece
AY956408,Molecular Characterization of Wild-Type Polioviruses Isolated inGreece during the 1996 Outbreak in Albania,Albania 1996,wild,AFP,1996-05-01,,,,unknown,,,,,1996,Greece,,,,embedded_country_four_digit_year,KATSGRE1996,1996,Greece
JF838289,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,2023,Republic of the Congo,,,,geo_loc_slash_or_dash_year,RC2010-23,2010,Republic of the Congo
JF838288,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838287,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838286,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838285,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838284,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838283,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838282,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838281,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,,,,,,,,2010,Republic of the Congo
JF838280,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,2020,Republic of the Congo,,,,geo_loc_slash_or_dash_year,RC2010-20,2010,Republic of the Congo
JF838279,Robustness against serum neutralization of a poliovirus type 1 froma lethal epidemic of poliomyelitis in the Republic of Congo in 2010,Republic of Congo 2010,wild,AFP,2010-05-01,2010,,2010,year,Republic of the Congo,,Republic of the Congo,,2021,Republic of the Congo,,,,geo_loc_slash_or_dash_year,RC2010-21,2010,Republic of the Congo
AM056055,Advanced environmental surveillance and molecular analyses indicateseparate importations rather than endemic circulation of wild type 1 poliovirus in Gaza district in 2002,Gaza 2002 imported from Egypt,wild,environmental,2002-05-01,,,,unknown,,,,,2002,Palestine,,,,pv_lab_country_year,PV1_5763-1T_PAL02,2002,Palestine
AM056056,Advanced environmental surveillance and molecular analyses indicateseparate importations rather than endemic circulation of wild type 1 poliovirus in Gaza district in 2002,Gaza 2002 imported from Egypt,wild,environmental,2002-05-01,,,,unknown,,,,,2002,Palestine,,,,pv_lab_country_year,PV1_5816-2T_PAL02,2002,Palestine
