seqname,paper,context,classification,samplingFrame,legacy_year_approx,collection_date,genbank_collection_date_parsed,genbank_collection_year,genbank_collection_date_precision,geo_loc_name,country,genbank_location,isolation_source,id_inferred_year,id_inferred_location,id_inferred_admin1,id_inferred_admin2,id_inferred_sampling_frame,id_rule_type,id_rule_evidence,best_collection_year,best_location
KJ502398,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-06-16,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118676,2011,Democratic Republic of the Congo
KJ502397,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-06-18,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018675,2010,Democratic Republic of the Congo
KJ502396,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-06-26,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118674,2011,Democratic Republic of the Congo
KJ502395,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-07-05,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118673,2011,Democratic Republic of the Congo
KJ502394,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-07-16,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718670,2007,Democratic Republic of the Congo
KJ502393,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-08-07,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718669,2007,Democratic Republic of the Congo
KJ502392,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-08-16,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718668,2007,Democratic Republic of the Congo
KJ502391,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-09-04,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718667,2007,Democratic Republic of the Congo
KJ502390,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-09-08,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718666,2007,Democratic Republic of the Congo
KJ502389,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-09-18,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718665,2007,Democratic Republic of the Congo
KJ502388,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-09-20,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718664,2007,Democratic Republic of the Congo
KJ502387,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-09-25,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718663,2007,Democratic Republic of the Congo
KJ502386,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-10-04,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718662,2007,Democratic Republic of the Congo
KJ502385,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-10-07,2008,,2008,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2008,Democratic Republic of Congo,,,,country_year_case,DRC0818661,2008,Democratic Republic of the Congo
KJ502384,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-10-16,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718660,2007,Democratic Republic of the Congo
KJ502383,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-10-17,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718659,2007,Democratic Republic of the Congo
KJ502382,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-10-29,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718658,2007,Democratic Republic of the Congo
KJ502381,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-02,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718657,2007,Democratic Republic of the Congo
KJ502380,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-08,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718656,2007,Democratic Republic of the Congo
KJ502379,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-10,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718655,2007,Democratic Republic of the Congo
KJ502378,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-14,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718654,2007,Democratic Republic of the Congo
KJ502377,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-16,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718653,2007,Democratic Republic of the Congo
KJ502376,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-18,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718652,2007,Democratic Republic of the Congo
KJ502375,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-23,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718651,2007,Democratic Republic of the Congo
KJ502374,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-11-27,2008,,2008,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2008,Democratic Republic of Congo,,,,country_year_case,DRC0818650,2008,Democratic Republic of the Congo
KJ502373,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-12-15,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718649,2007,Democratic Republic of the Congo
KJ502372,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-12-16,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718648,2007,Democratic Republic of the Congo
KJ502371,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-12-19,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718647,2007,Democratic Republic of the Congo
KJ502370,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-12-22,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718646,2007,Democratic Republic of the Congo
KJ502369,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-12-25,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718645,2007,Democratic Republic of the Congo
KJ502368,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2009-12-30,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718644,2007,Democratic Republic of the Congo
KJ502367,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-01-09,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618643,2006,Democratic Republic of the Congo
KJ502366,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-01-20,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718642,2007,Democratic Republic of the Congo
KJ502365,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-01-21,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718641,2007,Democratic Republic of the Congo
KJ502364,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-02-08,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718640,2007,Democratic Republic of the Congo
KJ502363,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-03-04,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718639,2007,Democratic Republic of the Congo
KJ502362,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-03-08,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718638,2007,Democratic Republic of the Congo
KJ502361,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-03-14,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718637,2007,Democratic Republic of the Congo
KJ502360,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-03-22,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718636,2007,Democratic Republic of the Congo
KJ502359,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-03-29,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718635,2007,Democratic Republic of the Congo
KJ502358,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-04-01,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718634,2007,Democratic Republic of the Congo
KJ502357,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-04-02,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718633,2007,Democratic Republic of the Congo
KJ502356,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-04-03,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718632,2007,Democratic Republic of the Congo
KJ502355,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-04-13,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718631,2007,Democratic Republic of the Congo
KJ502354,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-04-16,2008,,2008,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2008,Democratic Republic of Congo,,,,country_year_case,DRC0818630,2008,Democratic Republic of the Congo
KJ502353,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-04-28,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118629,2011,Democratic Republic of the Congo
KJ502352,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-05-03,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118628,2011,Democratic Republic of the Congo
KJ502351,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-05-08,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118627,2011,Democratic Republic of the Congo
KJ502350,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-05-13,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018626,2010,Democratic Republic of the Congo
KJ502349,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-05-29,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118625,2011,Democratic Republic of the Congo
KJ502348,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-06-14,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018624,2010,Democratic Republic of the Congo
KJ502347,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-06-16,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118623,2011,Democratic Republic of the Congo
KJ502346,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-06-27,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118622,2011,Democratic Republic of the Congo
KJ502345,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-07-03,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118621,2011,Democratic Republic of the Congo
KJ502344,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-07-04,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118620,2011,Democratic Republic of the Congo
KJ502343,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-07-15,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118619,2011,Democratic Republic of the Congo
KJ502342,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-07-19,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118618,2011,Democratic Republic of the Congo
KJ502341,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-07-27,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118617,2011,Democratic Republic of the Congo
KJ502340,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-08-07,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118616,2011,Democratic Republic of the Congo
KJ502339,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-08-08,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118615,2011,Democratic Republic of the Congo
KJ502338,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-08-13,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018614,2010,Democratic Republic of the Congo
KJ502337,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-08-18,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118612,2011,Democratic Republic of the Congo
KJ502336,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-08-29,2011,,2011,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2011,Democratic Republic of Congo,,,,country_year_case,DRC1118611,2011,Democratic Republic of the Congo
KJ502335,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-09-14,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018610,2010,Democratic Republic of the Congo
KJ502334,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-09-20,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018609,2010,Democratic Republic of the Congo
KJ502333,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-10-01,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018608,2010,Democratic Republic of the Congo
KJ502332,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-10-05,2010,,2010,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2010,Democratic Republic of Congo,,,,country_year_case,DRC1018607,2010,Democratic Republic of the Congo
KJ502331,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-10-21,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718606,2007,Democratic Republic of the Congo
KJ502330,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-10-30,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618605,2006,Democratic Republic of the Congo
KJ502329,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-10-31,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618604,2006,Democratic Republic of the Congo
KJ502328,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-11-01,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718603,2007,Democratic Republic of the Congo
KJ502327,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-11-02,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718602,2007,Democratic Republic of the Congo
KJ502326,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-11-13,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718601,2007,Democratic Republic of the Congo
KJ502325,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-11-16,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618600,2006,Democratic Republic of the Congo
KJ502324,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-11-21,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618599,2006,Democratic Republic of the Congo
KJ502323,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-11-26,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618598,2006,Democratic Republic of the Congo
KJ502322,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-11-27,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618597,2006,Democratic Republic of the Congo
KJ502321,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-12-08,2007,,2007,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2007,Democratic Republic of Congo,,,,country_year_case,DRC0718596,2007,Democratic Republic of the Congo
KJ502320,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-12-10,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618595,2006,Democratic Republic of the Congo
KJ502319,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-12-11,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618594,2006,Democratic Republic of the Congo
KJ502318,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-12-16,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618593,2006,Democratic Republic of the Congo
KJ502317,Phylogeny of imported and reestablished wild polioviruses intheDemocratic Republic of the Congo from 2006 to 2011,DRC 2006-2011,wild,AFP,2010-12-26,2006,,2006,year,Democratic Republic of the Congo,,Democratic Republic of the Congo,,2006,Democratic Republic of Congo,,,,country_year_case,DRC0618592,2006,Democratic Republic of the Congo
KJ013498,"Molecular Epidemiology of Silent Introduction and SustainedTransmission of Wild Poliovirus Type 1, Israel, 2013",Israel 2013,wild,healthy,2013-05-01,2013,,2013,year,Israel,,Israel,stool suspenion,2013,Israel,,,,pv_lab_country_year,PV1_11801-S_ISR13,2013,Israel
KJ013497,"Molecular Epidemiology of Silent Introduction and SustainedTransmission of Wild Poliovirus Type 1, Israel, 2013",Israel 2013,wild,healthy,2013-05-01,2013,,2013,year,Israel,,Israel,stool suspenion,2013,Israel,,,,pv_lab_country_year,PV1_11800-S_ISR13,2013,Israel
KJ013496,"Molecular Epidemiology of Silent Introduction and SustainedTransmission of Wild Poliovirus Type 1, Israel, 2013",Israel 2013,wild,healthy,2013-05-01,2013,,2013,year,Israel,,Israel,stool suspenion,2013,Israel,,,,pv_lab_country_year,PV1_11651-S_ISR13,2013,Israel
KJ013495,"Molecular Epidemiology of Silent Introduction and SustainedTransmission of Wild Poliovirus Type 1, Israel, 2013",Israel 2013,wild,healthy,2013-05-01,2013,,2013,year,Israel,,Israel,stool suspenion,2013,Israel,,,,pv_lab_country_year,PV1_11646-S_ISR13,2013,Israel
